OS 0.0001 1 0.75 9998.999999962078
OS 0.0001 2 0.75 139.92224011800135
OS 0.0001 3 0.75 242.4494845881418
OS 0.0001 4 0.75 59.150013948994456
OS 0.0001 5 0.75 29.616394300217507
OS 0.0001 6 0.75 39.07312083870056
OS 0.0001 7 0.75 25.252100365323713
OS 0.0001 8 0.75 18.77510786333005
OS 0.0001 9 0.75 15.117348326108186
OS 0.0001 10 0.75 12.794902423484018
OS 0.0001 11 0.75 15.152572694496484
OS 0.0001 12 0.75 13.170853722753236
OS 0.0001 13 0.75 11.733424552570796
OS 0.0001 14 0.75 13.38180319147068
OS 0.0001 15 0.75 12.090023094468052
OS 0.0001 16 0.75 11.08019435199094
OS 0.0001 17 0.75 10.269124599552015
OS 0.0001 18 0.75 9.603190932160942
OS 0.0001 19 0.75 10.638897629600251
OS 0.0001 20 0.75 9.999261381017277
OS 0.0001 21 0.75 9.456924630067078
OS 0.0001 22 0.75 10.321194135263795
OS 0.0001 23 0.75 9.796346472081495
OS 0.0001 24 0.75 9.34080470961635
OS 0.0001 25 0.75 8.941497489548055
OS 0.0001 26 0.75 8.588442321837647
OS 0.0001 27 0.75 9.24676120953518
OS 0.0001 28 0.75 8.898090044647688
OS 0.0001 29 0.75 8.585549144394463
OS 0.0001 30 0.75 9.169216171983862
OS 0.0001 31 0.75 8.86020453189849
OS 0.0001 32 0.75 8.580143040715484
OS 0.0001 33 0.75 8.325050724175526
OS 0.0001 34 0.75 8.091646601766115
OS 0.0001 35 0.75 8.573577983799623
OS 0.0001 36 0.75 8.34077702378272
OS 0.0001 37 0.75 8.12617183450493
OS 0.0001 38 0.75 8.566577026358573
OS 0.0001 39 0.75 8.352591940521961
OS 0.0001 40 0.75 8.154079046769766
OS 0.0001 41 0.75 7.969369621627266
OS 0.0001 42 0.75 7.797027923545102
OS 0.0001 43 0.75 8.177023342606844
OS 0.0001 44 0.75 8.004394478251925
OS 0.0001 45 0.75 7.842571319633862
OS 0.0001 46 0.75 8.196164171589771
OS 0.0001 47 0.75 8.034178544970928
OS 0.0001 48 0.75 7.881710877263686
OS 0.0001 49 0.75 7.737918078404618
OS 0.0001 50 0.75 7.602054526243592
OS 0.0001 51 0.75 7.915689401648706
OS 0.0001 52 0.75 7.779327320546145
OS 0.0001 53 0.75 7.650074644101551
OS 0.0001 54 0.75 7.945450642990181
OS 0.0001 55 0.75 7.8158161937317345
OS 0.0001 56 0.75 7.692590359511087
OS 0.0001 57 0.75 7.575291955348803
OS 0.0001 58 0.75 7.463487225264544
OS 0.0001 59 0.75 7.730491093156161
OS 0.0001 60 0.75 7.618167705688393
OS 0.0001 61 0.75 7.510858567751711
OS 0.0001 62 0.75 7.764485173654975
OS 0.0001 63 0.75 7.656750873225974
OS 0.0001 64 0.75 7.553610528615536
OS 0.0001 65 0.75 7.454764964029891
