OS 0.0001 66 0.75 7.359940691763768
OS 0.0001 67 0.75 7.59238586583524
OS 0.0001 68 0.75 7.497078915912425
OS 0.0001 69 0.75 7.405490244476823
OS 0.0001 70 0.75 7.627713488967856
OS 0.0001 71 0.75 7.535714765748708
OS 0.0001 72 0.75 7.447163702949183
OS 0.0001 73 0.75 7.3618621369532775
OS 0.0001 74 0.75 7.27962697178009
OS 0.0001 75 0.75 7.485435625741957
OS 0.0001 76 0.75 7.402767395687988
OS 0.0001 77 0.75 7.322962522768648
OS 0.0001 78 0.75 7.520706071838504
OS 0.0001 79 0.75 7.440524579404155
OS 0.0001 80 0.75 7.363022521574749
OS 0.0001 81 0.75 7.288062102656113
OS 0.0001 82 0.75 7.215514926501783
OS 0.0001 83 0.75 7.400165362079861
OS 0.0001 84 0.75 7.327234368567588
OS 0.0001 85 0.75 7.2565742297738325
OS 0.0001 86 0.75 7.434698877768824
OS 0.0001 87 0.75 7.3636992316751275
OS 0.0001 88 0.75 7.294840017188108
OS 0.0001 89 0.75 7.228021656890633
OS 0.0001 90 0.75 7.16315073138685
OS 0.0001 91 0.75 7.330588718788931
OS 0.0001 92 0.75 7.265378502517706
OS 0.0001 93 0.75 7.202012170018861
OS 0.0001 94 0.75 7.364061340194894
OS 0.0001 95 0.75 7.300390945718391
OS 0.0001 96 0.75 7.238468731258763
OS 0.0001 97 0.75 7.178220457426505
OS 0.0001 98 0.75 7.119576083350694
OS 0.0001 99 0.75 7.272737693594536
OS 0.0001 100 0.75 7.213792900176486
OS 0.0001 101 0.75 7.1563744274608325
OS 0.0001 102 0.75 7.305010821117321
OS 0.0001 103 0.75 7.247320305294124
OS 0.0001 104 0.75 7.191083880577935
OS 0.0001 105 0.75 7.136244752473431
OS 0.0001 106 0.75 7.082749084947864
OS 0.0001 107 0.75 7.223878109914949
OS 0.0001 108 0.75 7.170115505025024
OS 0.0001 109 0.75 7.117636784707429
OS 0.0001 110 0.75 7.2549119603063446
OS 0.0001 111 0.75 7.202189445582917
OS 0.0001 112 0.75 7.1506950054026674
OS 0.0001 113 0.75 7.100384239311097
OS 0.0001 114 0.75 7.0512148905254435
OS 0.0001 115 0.75 7.182064625347266
OS 0.0001 116 0.75 7.132657066831598
OS 0.0001 117 0.75 7.084344209375558
OS 0.0001 118 0.75 7.211872344574658
OS 0.0001 119 0.75 7.16334037159686
OS 0.0001 120 0.75 7.115859108307632
OS 0.0001 121 0.75 7.069393197161844
OS 0.0001 122 0.75 7.0239088716043625
OS 0.0001 123 0.75 7.145875374699244
OS 0.0001 124 0.75 7.100177504267776
OS 0.0001 125 0.75 7.055423926824005
OS 0.0001 126 0.75 7.17449791872059
OS 0.0001 127 0.75 7.12954671800253
OS 0.0001 128 0.75 7.085504536022199
OS 0.0001 129 0.75 7.042342765402282
OS 0.0001 130 0.75 7.000034003547626
OS 0.0001 131 0.75 7.114246979734162
OS 0.0001 132 0.75 7.071745912573533
OS 0.0001 133 0.75 7.030067620886257
OS 0.0001 134 0.75 7.1417390575225
OS 0.0001 135 0.75 7.099881865520729
OS 0.0001 136 0.75 7.058818741556024
OS 0.0001 137 0.75 7.0185262170562055
OS 0.0001 138 0.75 6.978981752617983
OS 0.0001 139 0.75 7.08636826268048
OS 0.0001 140 0.75 7.046649857336888
OS 0.0001 141 0.75 7.007654668967007
OS 0.0001 142 0.75 7.112790373299504
OS 0.0001 143 0.75 7.0736326300830115
OS 0.0001 144 0.75 7.035174434800865
OS 0.0001 145 0.75 6.997396299353568
OS 0.0001 146 0.75 6.960279463295592
OS 0.0001 147 0.75 7.061609659140231
OS 0.0001 148 0.75 7.02433483369532
OS 0.0001 149 0.75 6.987700649915496
OS 0.0001 150 0.75 7.087023576867068
OS 0.0001 151 0.75 7.050241152726812
OS 0.0001 152 0.75 7.014079630171182
OS 0.0001 153 0.75 6.978522651392268
OS 0.0001 154 0.75 6.943554436642444
OS 0.0001 155 0.75 7.039475083089201
OS 0.0001 156 0.75 7.00436280053691
OS 0.0001 157 0.75 6.969821922451956
OS 0.0001 158 0.75 7.063941332191462
OS 0.0001 159 0.75 7.029264795099152
OS 0.0001 160 0.75 6.995143030449981
OS 0.0001 161 0.75 6.96156217562384
OS 0.0001 162 0.75 6.928508832905209
OS 0.0001 163 0.75 7.0195683305792045
OS 0.0001 164 0.75 6.986383127834415
OS 0.0001 165 0.75 6.953710711473832
OS 0.0001 166 0.75 7.043144826049684
OS 0.0001 167 0.75 7.010347851290135
OS 0.0001 168 0.75 6.9780495209561195
OS 0.0001 169 0.75 6.946237985714106
OS 0.0001 170 0.75 6.914901774347527
OS 0.0001 171 0.75 7.00156914544641
OS 0.0001 172 0.75 6.970111828442896
OS 0.0001 173 0.75 6.939117237663595
OS 0.0001 174 0.75 7.0243105207628105
OS 0.0001 175 0.75 6.9932012036733795
OS 0.0001 176 0.75 6.962542489141924
OS 0.0001 177 0.75 6.932324169698404
OS 0.0001 178 0.75 6.90253634864348
OS 0.0001 179 0.75 6.98521585247363
OS 0.0001 180 0.75 6.955316442094045
OS 0.0001 181 0.75 6.925836670590797
OS 0.0001 182 0.75 7.00717319312389
OS 0.0001 183 0.75 6.9775874374608975
OS 0.0001 184 0.75 6.948410849639913
OS 0.0001 185 0.75 6.919634574704105
OS 0.0001 186 0.75 6.891250015440164
OS 0.0001 187 0.75 6.970292547921417
OS 0.0001 188 0.75 6.941804855800001
OS 0.0001 189 0.75 6.9136994528525975
OS 0.0001 190 0.75 6.9915133616595995
OS 0.0001 191 0.75 6.963309776765527
OS 0.0001 192 0.75 6.935479376203148
OS 0.0001 193 0.75 6.908014429063769
OS 0.0001 194 0.75 6.880907419807045
OS 0.0001 195 0.75 6.956619510630844
OS 0.0001 196 0.75 6.92941691368469
OS 0.0001 197 0.75 6.902564020449063
OS 0.0001 198 0.75 6.97714783277479
OS 0.0001 199 0.75 6.950203745887848
OS 0.0001 200 0.75 6.923601396760205
OS 0.0001 201 0.75 6.897333996399539
OS 0.0001 202 0.75 6.871394936897559
OS 0.0001 203 0.75 6.944045926764375
OS 0.0001 204 0.75 6.918018037307775
OS 0.0001 205 0.75 6.892311254312517
OS 0.0001 206 0.75 6.963922498369357
OS 0.0001 207 0.75 6.9381308027368505
OS 0.0001 208 0.75 6.912653204781236
OS 0.0001 209 0.75 6.887483710277593
OS 0.0001 210 0.75 6.862616478902055
OS 0.0001 211 0.75 6.932444302219665
OS 0.0001 212 0.75 6.907494315324584
OS 0.0001 213 0.75 6.882840201637009
OS 0.0001 214 0.75 6.951706783409463
OS 0.0001 215 0.75 6.926973421039293
OS 0.0001 216 0.75 6.902529733168194
OS 0.0001 217 0.75 6.878370401129359
OS 0.0001 218 0.75 6.854490237805294
OS 0.0001 219 0.75 6.921706122899195
OS 0.0001 220 0.75 6.89774868285167
OS 0.0001 221 0.75 6.8740647398808505
OS 0.0001 222 0.75 6.9403893189446535
OS 0.0001 223 0.75 6.916631250962382
OS 0.0001 224 0.75 6.893141171283787
OS 0.0001 225 0.75 6.8699143393023405
OS 0.0001 226 0.75 6.8469461270433385
OS 0.0001 227 0.75 6.9117384491546545
OS 0.0001 228 0.75 6.888697918009711
OS 0.0001 229 0.75 6.865910949738463
OS 0.0001 230 0.75 6.929874536028365
OS 0.0001 231 0.75 6.907018091442296
OS 0.0001 232 0.75 6.88441029257956
OS 0.0001 233 0.75 6.862046895868843
OS 0.0001 234 0.75 6.839923755353084
OS 0.0001 235 0.75 6.902461218676763
OS 0.0001 236 0.75 6.880270259018289
OS 0.0001 237 0.75 6.858315027697245
OS 0.0001 238 0.75 6.920079959352734
OS 0.0001 239 0.75 6.8980594816675875
OS 0.0001 240 0.75 6.87627032501041
