Signal,RMSE (original),RMSE (Scaled),RMSE (Normalized)
r_mul_32_fp,0.0,0.0,0.0
r_mul_16_clip,74788233.89950435,1.3336149550518857,0.8605618546062811
r_mul_16_trunc,74817252.0461904,2.3869348080991288e-05,0.00010922626387979719
