Signal,RMSE (original),RMSE (Scaled),RMSE (Normalized)
p2_fp,0.0,0.0,0.0
p2_best,1.6913309640190463e+20,1.7549843186307265e-05,0.0007071597496927735
p2_vcd,1.6913309640190466e+20,3.064038366589492e-05,0.001377701218413186
